course_id,day,time,classroom
26010OS3001-*,四,7,IL-203
26010OS3001-*,四,8,IL-203
26010OS3001-*,四,9,IL-203
26011OS3002-*,一,5,IL-203
26011OS3002-*,一,6,IL-203
26011OS3002-*,三,2,IL-203
26012OS3010-A,三,6,IL-110
26012OS3010-A,三,7,IL-110
26012OS3010-A,三,8,IL-110
26012OS3010-A,三,9,IL-110
26013OS3010-B,二,7,IL-110
26013OS3010-B,二,8,IL-110
26013OS3010-B,二,9,IL-110
26013OS3010-B,二,A,IL-110
24017LS4002-A,二,5,S5-111
24017LS4002-A,二,6,S5-111
24018LS4002-B,二,5,S5-112
24018LS4002-B,二,6,S5-112
28004JS4001-*,六,8,S4-204
93001EG1007-*,二,6,E-357
93001EG1007-*,二,7,E-357
93001EG1007-*,四,2,E-357
93002EG2001-*,二,6,E-134
93002EG2001-*,二,7,E-134
93002EG2001-*,四,5,E-134
93003EG3001-*,六,A,*-***
93003EG3001-*,六,B,*-***
93004EG3002-*,六,C,*-***
93005EG3003-*,六,8,*-***
93005EG3003-*,六,9,*-***
93006EG3004-*,日,1,*-***
93006EG3004-*,日,2,*-***
93006EG3004-*,日,3,*-***
93007EG3005-*,六,A,*-***
93007EG3005-*,六,B,*-***
93008EG3006-*,六,C,*-***
93009EG3007-*,日,A,*-***
93009EG3007-*,日,B,*-***
93010EG4004-*,五,6,E6-A102
93010EG4004-*,五,7,E6-A102
93011EG5005-*,六,5,*-***
93011EG5005-*,六,6,*-***
21009MA1004-C,一,5,TR-A001
21009MA1004-C,一,6,TR-A001
21009MA1004-C,三,3,TR-A001
21009MA1004-C,三,4,TR-A001
21010MA1004-D,一,5,TR-A002
21010MA1004-D,一,6,TR-A002
21010MA1004-D,三,3,TR-A002
21010MA1004-D,三,4,TR-A002
21011MA1004-E,一,5,M-116
21011MA1004-E,一,6,M-116
21011MA1004-E,三,3,M-116
21011MA1004-E,三,4,M-116
21012MA1004-F,一,5,E-135
21012MA1004-F,一,6,E-135
21012MA1004-F,三,3,E-135
21012MA1004-F,三,4,E-135
32023CI3039-*,五,5,R3-114
32023CI3039-*,五,6,R3-114
00044LN1002-B,一,3,E1-135
00044LN1002-B,一,4,E1-135
00044LN1002-B,三,2,E1-135
00044LN1002-B,三,A,TR-A001
00048LN1002-F,一,3,E1-136
00048LN1002-F,一,4,E1-136
00048LN1002-F,三,2,E1-136
00048LN1002-F,三,A,E1-134
00049LN1002-G,一,3,E1-137
00049LN1002-G,一,4,E1-137
00049LN1002-G,三,2,E1-137
00049LN1002-G,三,A,E1-137
00055LN1002-M,一,3,E1-134
00055LN1002-M,一,4,E1-134
00055LN1002-M,三,2,E1-134
00055LN1002-M,三,A,TR-A204
01018PE1022-R,四,3,YH-YH-1
01018PE1022-R,四,4,YH-YH-1
01024PE1022-X,五,3,YH-YH-1
01024PE1022-X,五,4,YH-YH-1
08010SC0004-K,二,Z,E-134
08010SC0004-K,五,Z,E-134
08011SC0004-L,二,Z,E-135
08011SC0004-L,五,Z,E-135
32001CI0103-*,五,7,E-250
32001CI0103-*,五,8,E-250
32001CI0103-*,五,9,E-250
32002CI1005-A,二,A,E-247
32002CI1005-A,二,B,E-247
32002CI1005-A,三,5,E-247
32002CI1005-A,四,6,E-247
32002CI1005-A,四,7,E-247
32003CI1005-B,二,A,E-250
32003CI1005-B,二,B,E-250
32003CI1005-B,三,5,E-250
32003CI1005-B,四,6,E-250
32003CI1005-B,四,7,E-250
32004CI2005-A,二,6,E-135
32004CI2005-A,二,7,E-135
32004CI2005-A,三,6,E-135
32005CI2005-B,二,6,E-247
32005CI2005-B,二,7,E-247
32005CI2005-B,三,6,E-247
32008CI2018-A,三,3,E-250
32008CI2018-A,三,4,E-250
32008CI2018-A,四,4,E-250
32009CI2018-B,三,3,E-247
32009CI2018-B,三,4,E-247
32009CI2018-B,四,4,E-247
32010CI2018-C,三,3,E-245
32010CI2018-C,三,4,E-245
32010CI2018-C,四,4,E-245
32011CI2019-A,二,1,E-245
32011CI2019-A,二,2,E-245
32011CI2019-A,四,2,E-245
32011CI2019-A,四,A,E-245
32011CI2019-A,四,B,E-245
32012CI2019-B,二,1,E-247
32012CI2019-B,二,2,E-247
32012CI2019-B,四,2,E-247
32012CI2019-B,四,A,E-247
32012CI2019-B,四,B,E-247
32013CI2020-*,三,5,E3-107
32013CI2020-*,五,5,E3-107
32013CI2020-*,五,6,E3-107
32014CI3003-A,二,8,E-245
32014CI3003-A,五,3,E-245
32014CI3003-A,五,4,E-245
32015CI3003-B,二,8,E-254
32015CI3003-B,五,3,E-254
32015CI3003-B,五,4,E-254
32016CI3003-C,二,8,E-250
32016CI3003-C,五,3,E-250
32016CI3003-C,五,4,E-250
32019CI3036-A,一,7,E-137
32019CI3036-A,一,8,E-137
32019CI3036-A,一,9,E-137
32020CI3036-B,一,7,E-246
32020CI3036-B,一,8,E-246
32020CI3036-B,一,9,E-246
32021CI3036-C,三,7,E-247
32021CI3036-C,三,8,E-247
32021CI3036-C,三,9,E-247
32022CI3036-D,三,7,E-137
32022CI3036-D,三,8,E-137
32022CI3036-D,三,9,E-137
32029CI3071-*,一,3,R3-114
32029CI3071-*,一,4,R3-114
32029CI3071-*,三,2,R3-114
32033CI4050-*,三,7,R2-115
32033CI4050-*,三,8,R2-115
32033CI4050-*,四,Z,R2-115
32006CI2007-A,二,5,E-247
32006CI2007-A,二,A,E-315
32006CI2007-A,二,B,E-315
32007CI2007-B,三,A,E-315
32007CI2007-B,三,B,E-315
32007CI2007-B,四,3,E-247
32017CI3012-*,一,3,E-247
32017CI3012-*,一,4,E-247
32017CI3012-*,三,2,E-247
32018CI3025-*,一,Z,E-254
32018CI3025-*,二,Z,E-254
32018CI3025-*,三,Z,E-254
32024CI3052-*,五,A,E-248
32024CI3052-*,五,B,E-248
32025CI3056-*,一,2,E-247
32025CI3056-*,五,3,E-247
32025CI3056-*,五,4,E-247
32026CI3064-*,三,5,R2-115
32026CI3064-*,四,6,R3-110
32026CI3064-*,四,7,R3-110
32027CI3069-*,三,6,E-250
32027CI3069-*,三,7,E-250
32027CI3069-*,三,8,E-250
32030CI4010-*,三,3,E6-A413
32030CI4010-*,三,4,E6-A413
32030CI4010-*,四,5,E6-A413
32031CI4020-*,四,6,E6-A413
32031CI4020-*,四,7,E6-A413
32031CI4020-*,四,8,E6-A413
32032CI4027-*,四,2,E-246
32032CI4027-*,四,3,E-246
32032CI4027-*,四,4,E-246
32036CI5008-*,二,5,R3-114
32036CI5008-*,二,6,R3-114
32036CI5008-*,三,6,R3-114
32037CI5013-*,四,1,E-248
32037CI5013-*,五,7,E-248
32037CI5013-*,五,8,E-248
32040CI5031-*,二,6,E-252
32040CI5031-*,二,7,E-252
32040CI5031-*,四,2,E-252
32041CI5033-*,三,8,E-315
32041CI5033-*,四,3,E-315
32041CI5033-*,四,4,E-315
32044CI5040-*,一,6,E-134
32044CI5040-*,一,7,E-134
32044CI5040-*,一,8,E-134
32051CI6066-*,一,7,E-247
32051CI6066-*,一,8,E-247
32051CI6066-*,一,9,E-247
32060CI7047-*,一,6,E-254
32060CI7047-*,一,7,E-254
32060CI7047-*,一,8,E-254
32034CI5003-*,四,7,E-254
32034CI5003-*,四,8,E-254
32034CI5003-*,四,9,E-254
32050CI6060-*,二,6,E-245
32050CI6060-*,二,7,E-245
32050CI6060-*,三,5,E-245
32053CI6088-*,一,Z,E-245
32053CI6088-*,一,5,E-245
32053CI6088-*,一,6,E-245
32054CI6092-*,二,8,E-252
32054CI6092-*,二,9,E-252
32054CI6092-*,三,5,E-252
32061CI7074-*,四,2,E-248
32061CI7074-*,四,3,E-248
32061CI7074-*,四,4,E-248
33060ME5041-*,四,5,E2-128
33060ME5041-*,四,6,E2-128
33060ME5041-*,四,7,E2-128
33068ME5210-*,二,7,E4-452
33068ME5210-*,二,8,E4-452
33068ME5210-*,二,9,E4-452
00045LN1002-C,四,3,O-211
00045LN1002-C,四,4,O-211
00045LN1002-C,二,2,TR-A204
00045LN1002-C,四,9,E1-134
00046LN1002-D,四,3,E1-135
00046LN1002-D,四,4,E1-135
00046LN1002-D,二,2,E1-135
00046LN1002-D,四,9,E1-136
00050LN1002-H,四,3,O-212
00050LN1002-H,四,4,O-212
00050LN1002-H,二,2,E1-134
00050LN1002-H,四,9,TR-A001
00051LN1002-I,四,3,E1-134
00051LN1002-I,四,4,E1-134
00051LN1002-I,二,2,E1-136
00051LN1002-I,四,9,TR-A204
00056LN1002-N,四,3,TR-A003
00056LN1002-N,四,4,TR-A003
00056LN1002-N,二,2,E1-137
00056LN1002-N,四,9,TR-A002
01006PE1022-F,三,1,YH-YH-1
01006PE1022-F,三,2,YH-YH-1
01013PE1022-M,五,1,YH-YH-1
01013PE1022-M,五,2,YH-YH-1
01014PE1022-N,五,1,YH-YH-1
01014PE1022-N,五,2,YH-YH-1
08012SC0004-M,二,Z,E2-220
08012SC0004-M,三,Z,E2-220
08013SC0004-N,二,Z,E2-220
08013SC0004-N,三,Z,E2-220
08014SC0004-O,二,Z,E2-220
08014SC0004-O,三,Z,E2-220
22007PH1024-A,一,2,S4-102
22007PH1024-A,一,3,S4-102
22007PH1024-A,一,4,S4-102
22008PH1024-B,三,5,S4-101
22008PH1024-B,三,6,S4-101
22008PH1024-B,三,7,S4-101
22009PH1024-C,三,5,S4-102
22009PH1024-C,三,6,S4-102
22009PH1024-C,三,7,S4-102
22025PH1036-A,二,7,E2-221
22025PH1036-A,二,8,E2-221
22025PH1036-A,四,5,E2-221
22025PH1036-A,四,6,E2-221
22026PH1036-B,二,7,E2-411
22026PH1036-B,二,8,E2-411
22026PH1036-B,四,5,E2-411
22026PH1036-B,四,6,E2-411
22027PH1036-C,二,7,E2-503
22027PH1036-C,二,8,E2-503
22027PH1036-C,四,5,E2-503
22027PH1036-C,四,6,E2-503
33001ME1006-A,四,7,E2-503
33001ME1006-A,四,8,E2-503
33001ME1006-A,五,5,E2-503
33001ME1006-A,五,6,E2-503
33002ME1006-B,四,7,E2-101
33002ME1006-B,四,8,E2-101
33002ME1006-B,五,5,E2-101
33002ME1006-B,五,6,E2-101
33003ME1018-*,三,5,E2-101
33003ME1018-*,三,6,E2-101
33003ME1018-*,三,7,E2-101
33004ME1042-A,一,7,*-實習
33004ME1042-A,一,8,*-實習
33004ME1042-A,一,9,*-實習
33005ME1042-B,三,8,*-實習
33005ME1042-B,三,9,*-實習
33005ME1042-B,三,A,*-實習
33010ME2038-A,五,7,E2-503
33010ME2038-A,五,8,E2-503
33010ME2038-A,五,9,E2-503
33011ME2038-B,二,9,E2-503
33011ME2038-B,二,A,E2-503
33011ME2038-B,二,B,E2-503
33020ME2073-A,一,7,E2-503
33020ME2073-A,一,8,E2-503
33020ME2073-A,三,2,E2-503
33021ME2073-B,一,2,E2-221
33021ME2073-B,一,3,E2-221
33021ME2073-B,四,2,E2-221
33022ME2073-C,一,3,E2-101
33022ME2073-C,一,4,E2-101
33022ME2073-C,三,2,E2-101
33006ME2002-A,一,5,E2-503
33006ME2002-A,一,6,E2-503
33006ME2002-A,三,3,E2-503
33006ME2002-A,三,4,E2-503
33007ME2002-B,一,5,E2-101
33007ME2002-B,一,6,E2-101
33007ME2002-B,三,3,E2-101
33007ME2002-B,三,4,E2-101
33008ME2004-*,一,4,E2-220
33008ME2004-*,四,5,E2-220
33008ME2004-*,四,6,E2-220
33009ME2023-*,四,A,E4-451
33009ME2023-*,四,B,E4-451
33009ME2023-*,四,C,E4-451
33012ME2056-A,二,2,E2-503
33012ME2056-A,四,3,E2-503
33012ME2056-A,四,4,E2-503
33013ME2056-B,二,2,E2-101
33013ME2056-B,四,3,E2-101
33013ME2056-B,四,4,E2-101
33014ME2065-A,二,5,E2-128
33014ME2065-A,二,6,E2-128
33014ME2065-A,四,2,E2-128
33015ME2065-B,二,5,E2-503
33015ME2065-B,二,6,E2-503
33015ME2065-B,四,2,E2-503
33016ME2065-C,二,5,E4-153
33016ME2065-C,二,6,E4-153
33016ME2065-C,四,2,E4-153
33017ME2066-A,三,A,E2-213
33017ME2066-A,三,B,E2-213
33017ME2066-A,三,C,E2-213
33018ME2066-B,二,A,E2-213
33018ME2066-B,二,B,E2-213
33018ME2066-B,二,C,E2-213
33019ME2066-C,一,A,E2-213
33019ME2066-C,一,B,E2-213
33019ME2066-C,一,C,E2-213
33027ME3048-*,三,2,E4-153
33027ME3048-*,五,7,E4-153
33027ME3048-*,五,8,E4-153
33032ME3081-B,二,1,E2-503
33032ME3081-B,五,3,E2-503
33032ME3081-B,五,4,E2-503
33033ME3081-C,二,1,E2-410
33033ME3081-C,五,3,E2-410
33033ME3081-C,五,4,E2-410
33034ME3095-A,一,7,*-實三
33034ME3095-A,一,8,*-實三
33034ME3095-A,一,9,*-實三
33035ME3095-B,三,A,*-實三
33035ME3095-B,三,B,*-實三
33035ME3095-B,三,C,*-實三
33039ME3097-*,四,7,E2-305
33039ME3097-*,四,8,E2-305
33039ME3097-*,四,9,E2-305
33040ME3099-*,五,2,E2-308
33040ME3099-*,五,3,E2-308
33040ME3099-*,五,4,E2-308
33041ME3201-*,六,6,*-***
33042ME3202-*,六,7,*-***
33043ME3203-*,六,6,*-***
33044ME3204-*,六,7,*-***
33045ME3205-*,六,8,*-***
33046ME3206-*,六,9,*-***
33047ME3207-*,六,8,*-***
33048ME3208-*,六,9,*-***
33076ME6108-*,三,5,I1-506
33076ME6108-*,三,6,I1-506
33076ME6108-*,三,7,I1-506
33023ME3011-*,六,5,*-教室
33024ME3012-*,六,5,*-教室
33025ME3044-*,一,7,E4-452
33025ME3044-*,一,8,E4-452
33025ME3044-*,五,5,E4-452
33025ME3044-*,五,6,E4-452
33026ME3046-*,一,2,E2-129
33026ME3046-*,三,6,E2-129
33026ME3046-*,三,7,E2-129
33028ME3056-*,四,7,E2-411
33028ME3056-*,四,8,E2-411
33028ME3056-*,五,2,E2-411
33029ME3061-*,一,3,E2-308
33029ME3061-*,一,4,E2-308
33029ME3061-*,四,5,E4-153
33030ME3063-*,一,5,E2-308
33030ME3063-*,一,6,E2-308
33030ME3063-*,一,7,E2-308
33031ME3081-A,一,2,E2-411
33031ME3081-A,一,3,E2-411
33031ME3081-A,三,6,E2-411
33036ME3096-A,二,7,E4-351
33036ME3096-A,二,8,E4-351
33036ME3096-A,二,9,E4-351
33037ME3096-B,一,7,E4-351
33037ME3096-B,一,8,E4-351
33037ME3096-B,一,9,E4-351
33038ME3096-C,四,7,E4-351
33038ME3096-C,四,8,E4-351
33038ME3096-C,四,9,E4-351
33049ME4062-*,二,Z,E2-410
33049ME4062-*,二,5,E2-410
33049ME4062-*,二,6,E2-410
33050ME4071-*,二,2,E2-306
33050ME4071-*,三,3,E2-306
33050ME4071-*,三,4,E2-306
33051ME4096-*,一,3,E2-129
33051ME4096-*,一,4,E2-129
33051ME4096-*,三,8,E2-129
33053ME4110-*,三,7,E4-452
33053ME4110-*,三,8,E4-452
33055ME4202-*,一,5,E2-411
33055ME4202-*,一,6,E2-411
33055ME4202-*,一,7,E2-411
33061ME5049-*,四,6,E2-410
33061ME5049-*,四,7,E2-410
33061ME5049-*,四,8,E2-410
33066ME5203-*,五,Z,E2-309
33066ME5203-*,五,5,E2-309
33066ME5203-*,五,6,E2-309
33067ME5206-*,五,2,E2-221
33067ME5206-*,五,3,E2-221
33067ME5206-*,五,4,E2-221
33067ME5206-*,五,Z,E2-221
33069ME5302-*,三,6,E4-153
33069ME5302-*,三,7,E4-153
33069ME5302-*,三,8,E4-153
33070ME6049-*,三,2,E2-220
33070ME6049-*,三,3,E2-220
33070ME6049-*,三,4,E2-220
33074ME6101-*,四,6,S-秉文
33074ME6101-*,四,7,S-秉文
33074ME6101-*,四,8,S-秉文
33075ME6106-*,三,7,E2-221
33075ME6106-*,三,8,E2-221
33075ME6106-*,三,9,E2-221
33094OM5003-*,三,Z,E2-308
33094OM5003-*,三,5,E2-308
33094OM5003-*,三,6,E2-308
33095OM5006-*,一,Z,E4-452
33095OM5006-*,一,5,E4-452
33095OM5006-*,一,6,E4-452
33100ME6111-*,五,2,E4-153
33100ME6111-*,五,3,E4-153
33100ME6111-*,五,4,E4-153
33101ME3001-*,四,2,E2-308
33101ME3001-*,四,3,E2-308
33101ME3001-*,四,4,E2-308
38002ER5023-*,三,7,E2-305
38002ER5023-*,三,8,E2-305
38002ER5023-*,三,9,E2-305
38004ER6008-*,四,3,E2-220
38004ER6008-*,四,4,E2-220
38004ER6008-*,四,Z,E2-220
33054ME4112-*,六,7,*-***
33056ME5014-*,五,2,E4-452
33056ME5014-*,五,3,E4-452
33056ME5014-*,五,4,E4-452
33062ME5065-*,五,2,E2-129
33062ME5065-*,五,3,E2-129
33062ME5065-*,五,4,E2-129
33063ME5080-*,三,2,E2-308
33063ME5080-*,三,3,E2-308
33063ME5080-*,三,4,E2-308
33065ME5093-*,一,5,E2-221
33065ME5093-*,三,5,E2-221
33065ME5093-*,三,6,E2-221
33071ME6077-*,一,5,E2-410
33071ME6077-*,一,6,E2-410
33071ME6077-*,三,5,E2-410
33078ME7030-*,三,5,E2-220
33078ME7030-*,三,6,E2-220
33078ME7030-*,三,7,E2-220
33082ME7076-*,四,5,E2-306
33082ME7076-*,四,6,E2-306
33082ME7076-*,四,7,E2-306
33097OM6004-*,二,1,E2-305
33097OM6004-*,二,2,E2-305
33097OM6004-*,二,3,E2-305
33098OM6005-*,五,Z,E2-129
33098OM6005-*,五,5,E2-129
33098OM6005-*,五,6,E2-129
38003ER6003-*,三,6,E2-410
38003ER6003-*,三,7,E2-410
38003ER6003-*,四,5,E2-410
38005ER6011-*,一,7,E2-410
38005ER6011-*,一,8,E2-410
38005ER6011-*,一,9,E2-410
34010CH2034-*,一,2,E-360
34010CH2034-*,一,3,E-360
34010CH2034-*,四,5,E-360
34041CH8087-*,四,6,E-233
34041CH8087-*,四,7,E-233
34041CH8087-*,四,8,E-233
01029PE1022-3,五,3,YH-YH-1
01029PE1022-3,五,4,YH-YH-1
08009SC0004-J,三,5,E-358
08009SC0004-J,三,6,E-358
34001CH1012-*,一,7,E-356
34001CH1012-*,一,8,E-356
34001CH1012-*,五,2,E-356
34002CH1022-*,五,5,E3-120
34002CH1022-*,五,6,E3-120
34002CH1022-*,五,7,E3-120
34003CH1024-*,二,5,E-356
34003CH1024-*,四,7,E-356
34003CH1024-*,四,8,E-356
34004CH2002-*,三,2,E-356
34004CH2002-*,五,3,E-356
34004CH2002-*,五,4,E-356
34005CH2006-*,一,3,E-356
34005CH2006-*,一,4,E-356
34005CH2006-*,四,2,E-356
34006CH2010-*,一,2,E-356
34006CH2010-*,四,5,E-356
34006CH2010-*,四,6,E-356
34007CH2021-*,一,6,E-356
34007CH2021-*,三,7,E-356
34007CH2021-*,三,8,E-356
34008CH2026-*,一,5,E-356
34008CH2026-*,三,5,E-356
34008CH2026-*,三,6,E-356
34009CH2030-*,二,6,E3-120
34009CH2030-*,二,7,E3-120
34009CH2030-*,二,8,E3-120
34011CH3011-*,一,5,E-357
34011CH3011-*,四,3,E-357
34011CH3011-*,四,4,E-357
34012CH3043-*,一,7,E-357
34012CH3043-*,三,3,E-357
34012CH3043-*,三,4,E-357
34013CH3060-*,三,5,E-357
34013CH3060-*,三,6,E-357
34013CH3060-*,五,2,E-357
34014CH3062-*,四,5,E-355
34014CH3062-*,四,6,E-355
34015CH3063-*,六,A,E-356
34017CH3066-*,一,4,E-357
34019CH4012-*,一,6,E-357
34019CH4012-*,三,7,E-357
34019CH4012-*,三,8,E-357
34020CH4049-*,二,5,E-355
34020CH4049-*,五,3,E-355
34020CH4049-*,五,4,E-355
34022CH4059-A,二,6,E3-102
34022CH4059-A,二,7,E3-102
34022CH4059-A,二,8,E3-102
34023CH4059-B,四,6,E3-102
34023CH4059-B,四,7,E3-102
34023CH4059-B,四,8,E3-102
34025CH4071-*,六,A,E-357
34026CH4072-*,六,A,E-358
34026CH4072-*,六,B,E-358
34028CH4078-*,五,5,E-356
34028CH4078-*,五,6,E-356
34028CH4078-*,五,7,E-356
34039CH8134-*,四,6,E-360
34039CH8134-*,四,7,E-360
34039CH8134-*,四,8,E-360
34016CH3065-*,六,B,E-356
34018CH4002-*,五,5,E-357
34018CH4002-*,五,6,E-357
34018CH4002-*,五,7,E-357
34021CH4051-*,三,7,E-358
34021CH4051-*,三,8,E-358
34021CH4051-*,三,9,E-358
34024CH4062-*,一,6,E-360
34024CH4062-*,四,3,E-360
34024CH4062-*,四,4,E-360
34027CH4076-*,六,9,E-360
34038CH8132-*,四,2,E-233
34038CH8132-*,四,3,E-233
34038CH8132-*,四,4,E-233
31001EI2101-*,六,B,*-***
31003EI3103-*,六,A,*-***
31003EI3103-*,六,B,*-***
31003EI3103-*,六,C,*-***
31002EI2202-*,六,A,*-***
31004EI3202-*,六,A,*-***
31005EI4301-*,六,A,*-***
94005MT1012-Z,五,2,I1-308
94005MT1012-Z,五,3,I1-308
94005MT1012-Z,五,4,I1-308
94011MT2001-*,一,6,I-315
94011MT2001-*,一,7,I-315
94011MT2001-*,一,8,I-315
94017MT3001-*,二,3,I1-114
94017MT3001-*,二,4,I1-114
94018MT3004-*,三,A,I1-117
94018MT3004-*,三,B,I1-117
94018MT3004-*,三,C,I1-117
94019MT4001-B,二,3,I1-310
94019MT4001-B,二,4,I1-310
94020MT4004-*,五,5,I1-310
94020MT4004-*,五,6,I1-310
94021MT4016-*,日,2,*-***
94021MT4016-*,日,3,*-***
94021MT4016-*,日,4,*-***
94022MT5001-*,四,6,I1-310
94022MT5001-*,四,7,I1-310
94022MT5001-*,四,8,I1-310
94023MT6014-*,日,1,*-***
94024MT6015-*,日,7,*-***
94024MT6015-*,日,8,*-***
94025MT6016-*,日,2,*-***
94025MT6016-*,日,3,*-***
94025MT6016-*,日,4,*-***
21015MA1006-A,二,7,M-116
21015MA1006-A,二,8,M-116
21015MA1006-A,四,5,M-116
21015MA1006-A,四,6,M-116
21016MA1006-B,二,7,TR-A003
21016MA1006-B,二,8,TR-A003
21016MA1006-B,四,5,TR-A003
21016MA1006-B,四,6,TR-A003
21017MA1006-C,二,7,I1-005
21017MA1006-C,二,8,I1-005
21017MA1006-C,四,5,I1-005
21017MA1006-C,四,6,I1-005
21018MA1006-D,二,7,I1-105
21018MA1006-D,二,8,I1-105
21018MA1006-D,四,5,I1-105
21018MA1006-D,四,6,I1-105
41040BA7114-*,五,2,I1-007
41040BA7114-*,五,3,I1-007
41040BA7114-*,五,4,I1-007
41041BA7116-*,四,A,I1-508
41041BA7116-*,四,B,I1-508
41041BA7116-*,四,C,I1-508
41045BA7132-*,四,2,I1-117
41045BA7132-*,四,3,I1-117
41045BA7132-*,四,4,I1-117
41047BA7138-*,二,6,I1-405-3
41047BA7138-*,二,7,I1-405-3
41047BA7138-*,二,8,I1-405-3
41048BA7139-*,一,A,I1-109
41048BA7139-*,一,B,I1-109
41048BA7139-*,一,C,I1-109
00072LN1006-B,三,7,TR-A204
00072LN1006-B,三,8,TR-A204
00072LN1006-B,五,2,TR-A001
00075LN1006-E,三,7,TR-A202
00075LN1006-E,三,8,TR-A202
00075LN1006-E,五,2,O-212
00076LN1006-F,三,7,TR-A203
00076LN1006-F,三,8,TR-A203
00076LN1006-F,五,2,TR-A203
00079LN1006-I,三,7,E1-134
00079LN1006-I,三,8,E1-134
00079LN1006-I,五,2,O-211
01004PE1022-D,四,7,YH-YH-1
01004PE1022-D,四,8,YH-YH-1
01005PE1022-E,四,7,YH-YH-1
01005PE1022-E,四,8,YH-YH-1
08020SC0004-U,五,5,I1-111
08020SC0004-U,五,6,I1-111
08021SC0004-V,二,9,I1-006
08021SC0004-V,二,A,I1-006
41001BA1003-A,四,2,I1-007
41001BA1003-A,四,3,I1-007
41001BA1003-A,四,4,I1-007
41002BA1003-B,四,2,I1-111
41002BA1003-B,四,3,I1-111
41002BA1003-B,四,4,I1-111
94001MT1012-A,三,2,I1-018
94001MT1012-A,三,3,I1-018
94001MT1012-A,三,4,I1-018
94007MT1032-A,一,5,I1-018
94007MT1032-A,一,6,I1-018
94007MT1032-A,一,7,I1-018
41003BA2014-A,四,6,I1-018
41003BA2014-A,四,7,I1-018
41003BA2014-A,四,8,I1-018
41004BA2014-B,四,6,I1-018
41004BA2014-B,四,7,I1-018
41004BA2014-B,四,8,I1-018
41006BA3001-A,三,5,I1-109
41006BA3001-A,三,6,I1-109
41006BA3001-A,三,7,I1-109
41007BA3001-B,三,6,I-204
41007BA3001-B,三,7,I-204
41007BA3001-B,三,8,I-204
41010BA3004-*,五,2,I1-006
41010BA3004-*,五,3,I1-006
41010BA3004-*,五,4,I1-006
41011BA3005-A,一,6,I1-007
41011BA3005-A,一,7,I1-007
41011BA3005-A,一,8,I1-007
41012BA3005-B,二,5,I1-007
41012BA3005-B,二,6,I1-007
41012BA3005-B,二,7,I1-007
41023BA5070-*,四,5,I1-007
41023BA5070-*,四,6,I1-007
41023BA5070-*,四,7,I1-007
94012MT2042-A,二,5,I1-304
94012MT2042-A,二,6,I1-304
94012MT2042-A,二,7,I1-304
94013MT2042-B,一,2,I1-007
94013MT2042-B,一,3,I1-007
94013MT2042-B,一,4,I1-007
41005BA2023-*,二,5,I1-109
41005BA2023-*,二,6,I1-109
41005BA2023-*,二,7,I1-109
41008BA3003-A,一,6,I1-109
41008BA3003-A,一,7,I1-109
41008BA3003-A,一,8,I1-109
41009BA3003-B,一,6,I1-111
41009BA3003-B,一,7,I1-111
41009BA3003-B,一,8,I1-111
41013BA4011-*,三,5,I1-111
41013BA4011-*,三,6,I1-111
41013BA4011-*,三,7,I1-111
41016BA4100-*,一,5,I-303
41016BA4100-*,一,6,I-303
41016BA4100-*,一,7,I-303
41017BA5029-*,二,5,I1-111
41017BA5029-*,二,6,I1-111
41017BA5029-*,二,7,I1-111
41018BA5040-*,五,2,I-204
41018BA5040-*,五,3,I-204
41018BA5040-*,五,4,I-204
41019BA5041-*,四,5,I-304
41019BA5041-*,四,6,I-304
41019BA5041-*,四,7,I-304
41020BA5049-*,三,2,I-304
41020BA5049-*,三,3,I-304
41020BA5049-*,三,4,I-304
41021BA5062-*,二,2,I1-405-1
41021BA5062-*,二,3,I1-405-1
41021BA5062-*,二,4,I1-405-1
41022BA5064-*,四,5,I1-006
41022BA5064-*,四,6,I1-006
41022BA5064-*,四,7,I1-006
41027BA6038-*,一,6,I-304
41027BA6038-*,一,7,I-304
41027BA6038-*,一,8,I-304
41030BA6075-*,四,A,I1-111
41030BA6075-*,四,B,I1-111
41030BA6075-*,四,C,I1-111
41034BA7082-*,二,A,I1-018
41034BA7082-*,二,B,I1-018
41034BA7082-*,二,C,I1-018
41039BA7112-*,五,2,I1-508
41039BA7112-*,五,3,I1-508
41039BA7112-*,五,4,I1-508
41042BA7123-*,四,5,I1-109
41042BA7123-*,四,6,I1-109
41042BA7123-*,四,7,I1-109
41043BA7126-*,二,2,I1-117
41043BA7126-*,二,3,I1-117
41043BA7126-*,二,4,I1-117
41046BA7134-*,二,5,I1-504
41046BA7134-*,二,6,I1-504
41046BA7134-*,二,7,I1-504
41014BA4086-A,二,5,I-305
41014BA4086-A,二,6,I-305
41014BA4086-A,二,7,I-305
41015BA4086-B,二,5,I-303
41015BA4086-B,二,6,I-303
41015BA4086-B,二,7,I-303
43020IM3079-*,四,1,I1-404
43020IM3079-*,四,2,I1-404
43020IM3079-*,四,3,I1-404
43020IM3079-*,四,4,I1-404
00071LN1006-A,一,7,I1-105
00071LN1006-A,一,8,I1-105
00071LN1006-A,四,1,TR-A001
00073LN1006-C,一,7,I1-107
00073LN1006-C,一,8,I1-107
00073LN1006-C,四,1,TR-A201
00074LN1006-D,一,7,TR-A202
00074LN1006-D,一,8,TR-A202
00074LN1006-D,四,1,TR-A202
00077LN1006-G,一,7,E1-134
